user_id,food_id,date,quantity
357b3efa-3546-473b-93f0-57d49960ccf6,2a933619-7717-4774-9a6d-f9a4dcce0b4c,2024-06-19,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,2b5141d4-26c9-4f5c-a454-c32814b753d3,2024-06-19,7
039d7c87-9120-422d-9125-50f97fa0bb2f,2b9e850f-28dd-4e92-818b-c9e667259534,2024-06-19,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,2e8a7ad5-6ea8-479c-be08-d1e37f93f70e,2024-06-19,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,31af503a-45e5-4ad3-b063-57a01b4a4fea,2024-06-19,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,35baefab-6c6f-4c94-9e38-90f5a754b0e4,2024-06-20,1
51133114-0d8a-4f85-ad1c-0a45318e449d,3743a664-e9d5-470e-a990-be91d9d4b48b,2024-06-20,2
4c79058d-42d7-494d-bb64-55430f1290c5,3747e4a6-6133-4da1-a106-ee8715b154db,2024-06-20,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,3858548d-6135-4365-8a80-04e802737ddc,2024-06-20,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,3e3f2dba-5077-4992-b18f-5d94d80805dd,2024-06-20,5
357b3efa-3546-473b-93f0-57d49960ccf6,3ff96484-df2f-48a0-8f6e-87aad6982218,2024-06-20,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,405d7fd0-182a-41b8-8e50-6321f0e26811,2024-06-20,7
039d7c87-9120-422d-9125-50f97fa0bb2f,46efb749-a97d-4772-adca-16c528416b12,2024-06-20,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,47a0b678-60c0-4bf8-8284-a5a2ffb7c1ca,2024-06-20,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,47cc62fc-b853-45db-8af8-95a99061bd45,2024-06-20,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,491b6619-cfa5-4d03-a3ff-e8c4900e7944,2024-06-21,1
51133114-0d8a-4f85-ad1c-0a45318e449d,4f0f6dd2-37ab-40ab-8429-4dedb546dbc0,2024-06-21,2
4c79058d-42d7-494d-bb64-55430f1290c5,50b2ec3d-5cc5-4cc3-921e-de2f84aec0c0,2024-06-21,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,55a0ba4f-7544-4dcd-9b29-37bcb5ab9ef8,2024-06-21,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,5bf827f1-c612-4a3e-8c65-7cb4ec6a875c,2024-06-21,5
357b3efa-3546-473b-93f0-57d49960ccf6,60136538-0131-4fa2-8eee-3619b2ef0566,2024-06-21,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,62808ceb-ce34-4255-aab0-80b90d8d2178,2024-06-21,7
039d7c87-9120-422d-9125-50f97fa0bb2f,632c3873-c1de-47fa-909a-d77b7f3b3d32,2024-06-21,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,6476c7ed-e10b-44c8-b4a3-e8d11c0abb99,2024-06-21,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,6480b811-17ca-4fae-8bdf-20c744cb2b63,2024-06-21,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,64f0c31c-7400-4d79-9989-67fc3445100b,2024-06-22,1
51133114-0d8a-4f85-ad1c-0a45318e449d,64f57f33-9a92-4049-a82c-c8141fc69902,2024-06-22,2
4c79058d-42d7-494d-bb64-55430f1290c5,654df3b7-a845-460e-be6a-f556673d75fa,2024-06-22,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,6597359e-ea0a-4574-88cc-8e1b27fd7500,2024-06-22,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,65ca2dae-2edd-4a48-b94c-e03967b2903e,2024-06-22,5
357b3efa-3546-473b-93f0-57d49960ccf6,696a55d3-2766-46e3-b265-49dfa009ba95,2024-06-22,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,6a312cc5-3bbd-4363-8c90-a97aa33b367d,2024-06-22,7
039d7c87-9120-422d-9125-50f97fa0bb2f,6b217783-409e-449a-b3b2-1a4bba5785ef,2024-06-22,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,6f5f21d9-370b-484c-9d35-52f43a1debdc,2024-06-22,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,70f07861-cad3-4218-a795-1bf51be5bbda,2024-06-22,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,732b0c71-8c11-452d-b137-17a486874bc1,2024-06-23,1
51133114-0d8a-4f85-ad1c-0a45318e449d,74a0e6cb-a1c4-4cb9-a4f4-afac50700a10,2024-06-23,2
4c79058d-42d7-494d-bb64-55430f1290c5,759040af-5b0c-47ee-b2bd-d95841844b60,2024-06-23,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,75d4e990-1f1d-400d-8e24-413dbc1bf746,2024-06-23,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,7ba7585d-93cf-46c6-98ce-b4c285bc24f8,2024-06-23,5
357b3efa-3546-473b-93f0-57d49960ccf6,7e361415-774a-4386-b435-6413056e0240,2024-06-23,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,7ea40165-2bf7-4add-a331-f10099a4625e,2024-06-23,7
039d7c87-9120-422d-9125-50f97fa0bb2f,80904c61-5dad-4352-8ed9-7dc637d8343f,2024-06-23,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,87e7a622-d61c-4134-823a-d1f6ccfe4828,2024-06-23,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,89e27861-9059-464e-85c0-33a144e711b2,2024-06-23,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,8d128e8c-79c9-479c-9c6d-ac531084d2be,2024-06-24,1
51133114-0d8a-4f85-ad1c-0a45318e449d,8f1e9f08-6417-480a-be53-662153cf9567,2024-06-24,2
4c79058d-42d7-494d-bb64-55430f1290c5,95b7274b-f830-406e-becf-8ab907802552,2024-06-24,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,96e6f6c1-ffe2-47a9-8f39-1d95dab27cfb,2024-06-24,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,975bad48-0b70-4a65-ac83-b24357c1f98b,2024-06-24,5
357b3efa-3546-473b-93f0-57d49960ccf6,977c3774-11fd-4908-99e3-0a92cec4626e,2024-06-24,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,9b461f94-96ca-490e-a3f0-b7de824bcd7c,2024-06-24,7
039d7c87-9120-422d-9125-50f97fa0bb2f,9b5dac9e-99ad-4b3f-9394-f5f08afa2097,2024-06-24,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,9cd5a99d-e6df-4e42-bcf4-913e9162bc97,2024-06-24,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,9cf96a20-1aef-4974-81df-9055f151e5ef,2024-06-24,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,a07f7ddf-4c7a-443a-90dd-df102dbb486b,2024-06-25,1
51133114-0d8a-4f85-ad1c-0a45318e449d,a0aeb7b6-9b82-4d85-b5ba-a451cb9e1465,2024-06-25,2
4c79058d-42d7-494d-bb64-55430f1290c5,a1edfd77-8db4-4bfc-a714-baf6d12c3949,2024-06-25,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,a4f3a22d-56d2-4010-ad20-abb5e365ce28,2024-06-25,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,a506ffb0-2019-4fd0-9c1c-59466158beff,2024-06-25,5
357b3efa-3546-473b-93f0-57d49960ccf6,a57c0b85-e6fd-4785-9c3b-94f7a8f3e5d8,2024-06-25,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,a7a5aec3-eef8-41af-9f1e-2241da5cb053,2024-06-25,7
039d7c87-9120-422d-9125-50f97fa0bb2f,aa7ee3d1-5161-4d74-aea1-52b9a6015312,2024-06-25,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,aa8b06eb-53ea-4aff-b349-59825840d59f,2024-06-25,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,aab54f41-06f9-406f-a319-c80419404aa2,2024-06-25,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,ab9c8a46-9b32-4f4d-a4e6-80830c833069,2024-06-26,1
51133114-0d8a-4f85-ad1c-0a45318e449d,ac29be7a-affc-4eef-84d5-f13a52ce2149,2024-06-26,2
4c79058d-42d7-494d-bb64-55430f1290c5,ad103674-7274-4251-ace5-2ec7a755d7ca,2024-06-26,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,b334f614-1b97-4d21-b32e-adf3025fc837,2024-06-26,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,b73ecff7-121d-4911-b0fd-7a92da3eec5d,2024-06-26,5
357b3efa-3546-473b-93f0-57d49960ccf6,b9f720af-dab8-48a4-a7bb-ee362fbb1ba5,2024-06-26,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,be252d45-ef71-44b5-a844-cb6b60e66030,2024-06-26,7
039d7c87-9120-422d-9125-50f97fa0bb2f,bfa16f11-08eb-46c5-bb70-cd0e9db7eaf6,2024-06-26,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,c6c72b6d-6f06-4f6f-a9de-9f41703ded9e,2024-06-26,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,c74349ae-db09-4e6b-92f1-41410e0897c6,2024-06-26,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,c9f6cf04-f71e-4292-8219-6b18dc34e945,2024-06-27,1
51133114-0d8a-4f85-ad1c-0a45318e449d,ca4eb49a-1e42-4e68-a8b2-25491a163d07,2024-06-27,2
4c79058d-42d7-494d-bb64-55430f1290c5,d0f491ad-6edd-4371-ba19-07f2bf520489,2024-06-27,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,d10ed5cb-fd25-4221-85e6-8ba1ab9a0b94,2024-06-27,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,d14206c5-36e6-4678-8c45-43fafd385a3e,2024-06-27,5
357b3efa-3546-473b-93f0-57d49960ccf6,d33f49c0-8481-4a26-ae07-5f975e700f37,2024-06-27,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,d39fd413-18bc-42f6-ae79-5ed6901de46a,2024-06-27,7
039d7c87-9120-422d-9125-50f97fa0bb2f,d9b32cd1-2c1e-41a4-a315-bb3b74fef9b4,2024-06-27,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,dbe83d7c-0d7b-4f48-95dc-c989b90a906c,2024-06-27,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,e180afde-f6de-4c86-b906-48c0759d2fad,2024-06-27,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,e1ec2d9a-11b5-4e56-a9b6-885f7faaa232,2024-06-28,1
51133114-0d8a-4f85-ad1c-0a45318e449d,e2183bd5-8eab-4589-bbce-fd226a99756c,2024-06-28,2
4c79058d-42d7-494d-bb64-55430f1290c5,e3159537-15fd-41ab-8fea-6dd289928adf,2024-06-28,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,e3ff54fc-238c-4ca5-be34-fc89daab6517,2024-06-28,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,e7088608-cded-4475-9214-43158e14fabb,2024-06-28,5
357b3efa-3546-473b-93f0-57d49960ccf6,e8245b33-739f-4f6d-b2b1-4e6e67bcdbb4,2024-06-28,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,eb5c7fd6-ede5-4bfc-a24c-1451f7f91c73,2024-06-28,7
039d7c87-9120-422d-9125-50f97fa0bb2f,ec9c1790-4b15-4d02-9311-c790802a96f7,2024-06-28,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,ed81d536-2baa-4978-a538-3f13d14e62fc,2024-06-28,9
7fb69df9-fbcb-4f76-8823-ef720c4899f1,ee20e506-6974-48fd-b36d-45c39999d44f,2024-06-28,10
3878f9c3-762a-42fe-955f-c6738fde3fe2,f2c205fc-eaf6-45f8-b4ed-ad87a80be036,2024-06-29,1
51133114-0d8a-4f85-ad1c-0a45318e449d,f4378834-fbb5-4dce-bec8-7c523b0a5295,2024-06-29,2
4c79058d-42d7-494d-bb64-55430f1290c5,f4aadb87-f1d4-4f77-a5c9-580ad567f9b5,2024-06-29,3
a5a77fbe-3825-40ba-be74-f7b4d923c525,f54870e5-c91c-4e49-8262-fe5e4e728999,2024-06-29,4
91f7d6cb-6d96-46ca-9a4d-377ad84abbfe,f591e105-2ef3-4805-910c-973666688355,2024-06-29,5
357b3efa-3546-473b-93f0-57d49960ccf6,f6af12a0-5242-48df-996c-cd030c0568be,2024-06-29,6
0a13b78e-5f28-4bca-a2e8-906f7391de86,fb30a3f1-ae78-4eb0-8195-1c314e433ad1,2024-06-29,7
039d7c87-9120-422d-9125-50f97fa0bb2f,ff11ad60-a872-494b-bf53-de4208764c00,2024-06-29,8
b8bdbd6b-65c3-4130-a42a-adfdf286584b,ff3196a0-7ace-4c41-a3bb-5c458bb9ee7e,2024-06-29,9
